sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Men's Slalom,2014,54327,122,
Alpine Skiing,Alpine Skiing Men's Combined,2014,54327,122,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,54673,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,54673,136,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,54673,136,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,54724,167,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,54938,195,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,55281,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,55281,178,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,55285,136,Bronze
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,55285,136,Silver
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,55285,136,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,55285,136,
Biathlon,Biathlon Men's 20 kilometres,2014,55572,179,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,55572,179,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,55717,34,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,55717,34,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,55717,34,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,55809,178,Bronze
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,55809,178,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,56293,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,56293,171,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,56403,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,56403,62,
Biathlon,Biathlon Women's 15 kilometres,2014,56403,62,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,56403,62,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,56410,102,
Biathlon,Biathlon Women's 15 kilometres,2014,56410,102,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,56467,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,56467,66,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,56861,18,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,56861,18,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,56861,18,
Biathlon,Biathlon Women's 15 kilometres,2014,56861,18,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,56861,18,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,56898,178,Silver
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,56898,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,56898,178,Silver
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,56898,178,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,57079,18,
Alpine Skiing,Alpine Skiing Women's Super G,2014,57292,166,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,57292,166,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,57292,166,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,57508,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,57554,138,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,57570,24,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,57570,24,
Biathlon,Biathlon Women's 15 kilometres,2014,57570,24,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,57692,62,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,57692,62,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,57892,195,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,58078,179,
Alpine Skiing,Alpine Skiing Women's Combined,2014,58078,179,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,58080,108,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,58080,108,
Biathlon,Biathlon Men's 20 kilometres,2014,58080,108,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,58090,66,
Biathlon,Biathlon Men's 20 kilometres,2014,58090,66,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,58285,166,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,58285,166,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,58285,166,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,58285,166,
Biathlon,Biathlon Men's 20 kilometres,2014,58285,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,58285,166,
Biathlon,Biathlon Men's 20 kilometres,2014,58671,29,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,58691,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,58691,96,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,58869,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,58869,34,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,58869,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,59268,152,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,59268,152,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,59268,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,59384,152,
Alpine Skiing,Alpine Skiing Men's Combined,2014,59384,152,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,59471,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,59471,96,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,59471,96,
Biathlon,Biathlon Women's 15 kilometres,2014,59471,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,59471,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,59483,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014,59483,96,
Alpine Skiing,Alpine Skiing Men's Combined,2014,59483,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,59708,136,
Alpine Skiing,Alpine Skiing Men's Super G,2014,59708,136,
Alpine Skiing,Alpine Skiing Men's Combined,2014,59708,136,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,59740,34,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,60249,171,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,60249,171,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,60462,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,60668,12,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,60668,12,
Alpine Skiing,Alpine Skiing Women's Combined,2014,60668,12,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,60742,29,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,60742,29,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,60964,89,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,60964,89,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,61094,29,
Biathlon,Biathlon Men's 20 kilometres,2014,61094,29,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,61094,29,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,61284,178,
Alpine Skiing,Alpine Skiing Women's Super G,2014,61284,178,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,61284,178,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,61314,146,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,61314,146,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,61394,146,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,61667,94,
Biathlon,Biathlon Women's 15 kilometres,2014,61667,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,61667,94,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,61791,34,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,61791,34,
Biathlon,Biathlon Women's 15 kilometres,2014,61791,34,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,61791,34,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,62028,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,62028,62,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,62028,62,
Biathlon,Biathlon Men's 20 kilometres,2014,62028,62,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,62028,62,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,62125,110,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,62136,71,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,62265,96,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,62265,96,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,62358,49,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,62358,49,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,62638,195,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,62995,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014,62995,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,62996,167,
Alpine Skiing,Alpine Skiing Men's Super G,2014,62996,167,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,62996,167,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,62996,167,
Alpine Skiing,Alpine Skiing Men's Combined,2014,62996,167,
Alpine Skiing,Alpine Skiing Men's Super G,2014,63092,49,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,63092,49,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,63092,49,
Alpine Skiing,Alpine Skiing Men's Combined,2014,63092,49,Silver
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,63231,166,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,63231,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,63346,162,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,63507,146,Gold
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,63507,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,63507,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,63507,146,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,63507,146,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,63581,52,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,63581,52,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,63742,167,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,63742,167,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,63780,193,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,63780,193,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,63780,193,
Biathlon,Biathlon Men's 20 kilometres,2014,63915,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,63915,52,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,63929,146,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,63929,146,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,63929,146,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,63929,146,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,64088,85,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,64088,85,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,64126,136,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,64126,136,Bronze
Alpine Skiing,Alpine Skiing Women's Downhill,2014,64182,52,
Alpine Skiing,Alpine Skiing Women's Super G,2014,64182,52,
Alpine Skiing,Alpine Skiing Women's Combined,2014,64182,52,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,64238,12,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,64384,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,64384,52,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,64443,152,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,64443,152,Silver
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,64452,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,64452,52,
Alpine Skiing,Alpine Skiing Men's Combined,2014,64452,52,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,64930,62,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,64930,62,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,64979,179,
Alpine Skiing,Alpine Skiing Men's Super G,2014,64979,179,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,65033,71,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,65033,71,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,65033,71,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,65376,166,Gold
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,65376,166,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,65376,166,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,65376,166,
Biathlon,Biathlon Women's 15 kilometres,2014,65376,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,65423,152,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,65423,152,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,65423,152,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,65539,66,Silver
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,65946,66,Silver
Alpine Skiing,Alpine Skiing Men's Downhill,2014,65987,24,
Alpine Skiing,Alpine Skiing Men's Super G,2014,65987,24,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,65987,24,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,65987,24,
Alpine Skiing,Alpine Skiing Men's Combined,2014,65987,24,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,66206,125,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,66206,125,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,66305,12,Silver
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,66305,12,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,66305,12,
Biathlon,Biathlon Men's 20 kilometres,2014,66305,12,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,66305,12,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,66322,52,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,66322,52,
Biathlon,Biathlon Women's 15 kilometres,2014,66322,52,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,66322,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,66907,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,66981,66,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,67100,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,67100,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,67124,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,67275,167,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,67448,18,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,67448,18,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,67448,18,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,67515,34,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,67515,34,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,67515,34,
Biathlon,Biathlon Men's 20 kilometres,2014,67515,34,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,67515,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,67623,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,67623,96,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,67798,171,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,67798,171,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,67798,171,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,67967,171,
Biathlon,Biathlon Men's 20 kilometres,2014,67967,171,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,68324,152,Gold
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,68324,152,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,68324,152,Silver
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,68423,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,68423,62,
Biathlon,Biathlon Women's 15 kilometres,2014,68423,62,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,68423,62,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,68739,94,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,68845,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,68845,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,69006,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,69006,71,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,69006,71,
Biathlon,Biathlon Men's 20 kilometres,2014,69006,71,Silver
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,69006,71,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,69006,71,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,69009,62,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,69009,62,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,69380,40,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,69380,40,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,69768,102,
Alpine Skiing,Alpine Skiing Men's Super G,2014,69796,195,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,69796,195,Gold
Alpine Skiing,Alpine Skiing Men's Slalom,2014,69796,195,
Alpine Skiing,Alpine Skiing Men's Combined,2014,69796,195,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,69806,73,
Biathlon,Biathlon Women's 15 kilometres,2014,69806,73,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,70099,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,70099,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,70099,178,
Alpine Skiing,Alpine Skiing Women's Super G,2014,70113,178,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,70113,178,
Alpine Skiing,Alpine Skiing Men's Super G,2014,70204,121,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,70274,178,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,70274,178,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,70274,178,
Biathlon,Biathlon Men's 20 kilometres,2014,70274,178,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,70274,178,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,70730,179,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,70730,179,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,70763,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,70933,173,
Biathlon,Biathlon Men's 20 kilometres,2014,70933,173,
Biathlon,Biathlon Men's 20 kilometres,2014,71051,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,71224,26,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,71224,26,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,71874,136,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,71874,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,71875,136,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,71875,136,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,72158,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,72158,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,72168,166,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,72168,166,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,72580,18,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,72580,18,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,72580,18,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,72643,90,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,72643,90,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,73012,146,
Alpine Skiing,Alpine Skiing Women's Super G,2014,73201,12,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,73357,52,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,73357,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,73799,66,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,73799,66,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,73799,66,
Biathlon,Biathlon Women's 15 kilometres,2014,73799,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,73986,29,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,73986,29,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,74007,49,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,74035,193,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,74035,193,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,74213,66,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,74228,152,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,74228,152,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,74228,152,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,74228,152,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,74273,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,74273,40,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,74273,40,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,74318,195,
Alpine Skiing,Alpine Skiing Women's Super G,2014,74318,195,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,74318,195,
Alpine Skiing,Alpine Skiing Women's Combined,2014,74318,195,Bronze
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,74460,67,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,74460,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,74460,67,Bronze
Alpine Skiing,Alpine Skiing Women's Downhill,2014,74781,67,
Alpine Skiing,Alpine Skiing Women's Super G,2014,74781,67,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,74922,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,75017,167,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,75017,167,
Biathlon,Biathlon Men's 20 kilometres,2014,75017,167,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,75017,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,75250,67,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,75250,67,
Alpine Skiing,Alpine Skiing Women's Super G,2014,75367,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,75367,92,
Alpine Skiing,Alpine Skiing Women's Combined,2014,75367,92,
Biathlon,Biathlon Men's 20 kilometres,2014,76458,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,76458,166,
Alpine Skiing,Alpine Skiing Women's Super G,2014,76535,193,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,76535,193,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,76635,12,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,76776,152,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,76991,12,Gold
Alpine Skiing,Alpine Skiing Men's Super G,2014,76991,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,76991,12,
Alpine Skiing,Alpine Skiing Men's Combined,2014,76991,12,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,77006,12,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,77006,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,77065,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,77065,152,
