sport,event,year,athlete_id,country_id,medal
Swimming,Swimming Men's 50 metres Freestyle,2016,30228,26,
Track and Field,Women's Shot Put,2016,30268,18,
Track and Field,Men's Decathlon,2016,30269,11,
Track and Field,Women's Marathon,2016,30336,34,
Track and Field,Women's Shot Put,2016,30357,39,
Track and Field,Men's Decathlon,2016,30379,162,
Swimming,Swimming Men's 100 metres Breaststroke,2016,30482,167,
Track and Field,Men's 20 kilometres Walk,2016,30644,34,
Track and Field,Men's 50 kilometres Walk,2016,30644,34,
Track and Field,Men's 400 metres,2016,30661,93,
Track and Field,Men's 4 x 400 metres Relay,2016,30661,93,Silver
Track and Field,Men's Marathon,2016,30717,40,
Swimming,Swimming Men's 400 metres Freestyle,2016,30788,173,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,30788,173,
Track and Field,Men's Triple Jump,2016,30802,55,
Track and Field,Women's High Jump,2016,30873,198,
Track and Field,Men's 4 x 100 metres Relay,2016,30894,67,
Track and Field,Women's 100 metres Hurdles,2016,30902,71,
Swimming,Swimming Men's 200 metres Freestyle,2016,31012,195,Bronze
Swimming,Swimming Men's 400 metres Freestyle,2016,31012,195,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,31012,195,Gold
Track and Field,Women's 20 kilometres Walk,2016,31054,146,
Track and Field,Men's Decathlon,2016,31205,195,Gold
Track and Field,Women's Javelin Throw,2016,31266,94,
Gymnastics,Gymnastics Women's Individual All-Around,2016,31330,12,
Gymnastics,Gymnastics Women's Floor Exercise,2016,31330,12,
Gymnastics,Gymnastics Women's Uneven Bars,2016,31330,12,
Gymnastics,Gymnastics Women's Balance Beam,2016,31330,12,
Gymnastics,Gymnastics Men's Individual All-Around,2016,31354,92,
Gymnastics,Gymnastics Men's Floor Exercise,2016,31354,92,
Gymnastics,Gymnastics Men's Parallel Bars,2016,31354,92,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,31354,92,
Gymnastics,Gymnastics Men's Rings,2016,31354,92,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,31354,92,
Track and Field,"Men's 5,000 metres",2016,31452,63,
Track and Field,Men's 200 metres,2016,31468,141,
Track and Field,Men's 100 metres,2016,31629,134,
Swimming,Swimming Men's 400 metres Freestyle,2016,31634,94,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,31634,94,Bronze
Track and Field,Women's Triple Jump,2016,31885,96,
Track and Field,"Men's 10,000 metres",2016,31902,15,
Swimming,Swimming Men's 10 kilometres Open Water,2016,31915,58,
Track and Field,"Men's 3,000 metres Steeplechase",2016,31936,125,
Track and Field,Men's 800 metres,2016,32000,125,
Track and Field,Men's Marathon,2016,32020,125,
Track and Field,"Men's 1,500 metres",2016,32033,125,
Swimming,Swimming Men's 200 metres Freestyle,2016,32039,58,
Swimming,Swimming Men's 400 metres Freestyle,2016,32039,58,
Track and Field,Men's 100 metres,2016,32093,118,
Track and Field,Men's Hammer Throw,2016,32160,149,
Track and Field,Women's 800 metres,2016,32168,58,
Gymnastics,Gymnastics Women's Individual All-Around,2016,32204,58,
Gymnastics,Gymnastics Women's Floor Exercise,2016,32204,58,
Gymnastics,Gymnastics Women's Uneven Bars,2016,32204,58,
Gymnastics,Gymnastics Women's Balance Beam,2016,32204,58,
Track and Field,Women's Triple Jump,2016,32211,71,
Track and Field,Men's Shot Put,2016,32239,44,
Track and Field,Men's 100 metres,2016,32328,73,
Track and Field,Men's 4 x 100 metres Relay,2016,32328,73,
Track and Field,Men's 200 metres,2016,32357,17,
Track and Field,Women's 4 x 400 metres Relay,2016,32382,195,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,32407,11,Gold
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,32407,11,Silver
Track and Field,Men's Shot Put,2016,32496,121,
Track and Field,Women's 100 metres,2016,32506,34,
Track and Field,Women's 200 metres,2016,32506,34,
Track and Field,Women's 4 x 100 metres Relay,2016,32506,34,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,32554,57,
Swimming,Swimming Men's 10 kilometres Open Water,2016,32554,57,
Track and Field,Men's 800 metres,2016,32679,90,
Track and Field,"Women's 1,500 metres",2016,32707,146,
Track and Field,Women's Heptathlon,2016,32710,73,Silver
Track and Field,Men's 800 metres,2016,32747,60,
Track and Field,Women's Triple Jump,2016,32779,195,
Track and Field,Men's 400 metres,2016,32786,134,
Swimming,Swimming Men's 50 metres Freestyle,2016,32793,170,
Track and Field,Women's Marathon,2016,32833,84,
Track and Field,Women's Marathon,2016,32852,189,
Track and Field,Men's 200 metres,2016,32865,71,
Track and Field,Men's 50 kilometres Walk,2016,32886,11,
Track and Field,"Women's 3,000 metres Steeplechase",2016,32990,66,
Swimming,Swimming Men's 50 metres Freestyle,2016,33079,195,Gold
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,33079,195,Gold
Track and Field,"Men's 5,000 metres",2016,33089,125,
Gymnastics,Gymnastics Women's Individual All-Around,2016,33120,42,
Gymnastics,Gymnastics Women's Floor Exercise,2016,33120,42,
Gymnastics,Gymnastics Women's Uneven Bars,2016,33120,42,
Gymnastics,Gymnastics Women's Balance Beam,2016,33120,42,
Track and Field,Women's Marathon,2016,33151,15,
Track and Field,Men's Marathon,2016,33183,173,
Track and Field,Women's Shot Put,2016,33231,199,
Track and Field,Women's 100 metres,2016,33253,15,
Track and Field,Men's 400 metres,2016,33288,26,
Track and Field,Men's Marathon,2016,33311,61,
Track and Field,Men's Marathon,2016,33323,39,
Track and Field,Men's 800 metres,2016,33359,122,
Track and Field,Men's High Jump,2016,33377,94,
Track and Field,Men's Discus Throw,2016,33426,195,
Swimming,Swimming Women's 400 metres Individual Medley,2016,33431,11,
Swimming,Swimming Women's 200 metres Freestyle,2016,33450,14,
Swimming,Swimming Women's 400 metres Freestyle,2016,33450,14,
Swimming,Swimming Women's 800 metres Freestyle,2016,33450,14,
Track and Field,Women's 800 metres,2016,33504,90,
Track and Field,Men's Triple Jump,2016,33537,147,
Track and Field,Women's 800 metres,2016,33575,19,
Track and Field,"Men's 3,000 metres Steeplechase",2016,33607,125,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,33657,67,
Track and Field,Women's 200 metres,2016,33686,93,
Track and Field,Women's 4 x 100 metres Relay,2016,33686,93,Silver
Track and Field,Men's Hammer Throw,2016,33827,146,
Gymnastics,Gymnastics Women's Team All-Around,2016,33952,40,Bronze
Gymnastics,Gymnastics Women's Floor Exercise,2016,33952,40,
Gymnastics,Gymnastics Women's Uneven Bars,2016,33952,40,
Gymnastics,Gymnastics Women's Balance Beam,2016,33952,40,
Swimming,Swimming Women's 200 metres Butterfly,2016,33997,141,
Track and Field,"Men's 5,000 metres",2016,34012,73,Gold
Track and Field,"Men's 10,000 metres",2016,34012,73,Gold
Swimming,Swimming Men's 50 metres Freestyle,2016,34048,15,
Track and Field,Women's 4 x 100 metres Relay,2016,34056,26,
Track and Field,Men's Javelin Throw,2016,34124,131,
Track and Field,"Men's 5,000 metres",2016,34153,73,
Gymnastics,Gymnastics Women's Team All-Around,2016,34185,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016,34185,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016,34185,92,
Gymnastics,Gymnastics Women's Balance Beam,2016,34185,92,
Swimming,Swimming Women's 200 metres Freestyle,2016,34260,73,
Track and Field,Men's 50 kilometres Walk,2016,34389,146,
Track and Field,Women's 800 metres,2016,34427,67,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,34467,195,Gold
Track and Field,Women's 400 metres,2016,34551,195,Silver
Track and Field,Women's 4 x 100 metres Relay,2016,34551,195,Gold
Track and Field,Women's 4 x 400 metres Relay,2016,34551,195,Gold
Track and Field,Women's Heptathlon,2016,34552,148,
Track and Field,Women's Marathon,2016,34555,147,
Track and Field,Men's Decathlon,2016,34559,75,
Track and Field,Women's Discus Throw,2016,34605,40,
Track and Field,Women's 200 metres,2016,34707,14,
Gymnastics,Gymnastics Women's Individual All-Around,2016,34727,92,
Gymnastics,Gymnastics Women's Team All-Around,2016,34727,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016,34727,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016,34727,92,
Gymnastics,Gymnastics Women's Balance Beam,2016,34727,92,
Track and Field,Men's Discus Throw,2016,34833,50,
Track and Field,Men's 400 metres Hurdles,2016,34878,173,
Swimming,Swimming Women's 50 metres Freestyle,2016,34928,92,
Swimming,Swimming Women's 100 metres Freestyle,2016,34928,92,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,34928,92,
Gymnastics,Gymnastics Women's Individual All-Around,2016,34955,92,
Gymnastics,Gymnastics Women's Team All-Around,2016,34955,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016,34955,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016,34955,92,
Gymnastics,Gymnastics Women's Balance Beam,2016,34955,92,
Track and Field,"Men's 5,000 metres",2016,35213,173,
Swimming,Swimming Men's 200 metres Freestyle,2016,35296,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,35296,71,
Track and Field,Men's 100 metres,2016,35303,186,
Track and Field,Men's 50 kilometres Walk,2016,35330,162,
Track and Field,Men's 50 kilometres Walk,2016,35332,162,
Track and Field,Men's Pole Vault,2016,35338,74,
Track and Field,Men's Discus Throw,2016,35426,195,
Track and Field,"Women's 3,000 metres Steeplechase",2016,35430,90,
Track and Field,Women's Hammer Throw,2016,35446,146,
Track and Field,"Women's 5,000 metres",2016,35473,168,
Track and Field,Women's Discus Throw,2016,35520,71,
Track and Field,Men's 100 metres,2016,35571,15,
Track and Field,Women's Marathon,2016,35592,121,
Track and Field,Women's Marathon,2016,35721,195,
Swimming,Swimming Men's 100 metres Breaststroke,2016,35815,22,
Swimming,Swimming Women's 200 metres Butterfly,2016,35839,195,
Track and Field,Men's Triple Jump,2016,35883,130,
Track and Field,"Women's 10,000 metres",2016,35897,120,
Track and Field,"Men's 3,000 metres Steeplechase",2016,35936,92,
Track and Field,Men's Marathon,2016,35965,71,
Track and Field,Women's Heptathlon,2016,36005,193,
Gymnastics,Gymnastics Men's Individual All-Around,2016,36046,198,
Gymnastics,Gymnastics Men's Floor Exercise,2016,36046,198,
Gymnastics,Gymnastics Men's Parallel Bars,2016,36046,198,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,36046,198,
Gymnastics,Gymnastics Men's Rings,2016,36046,198,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,36046,198,
Track and Field,Women's Discus Throw,2016,36048,193,
Swimming,Swimming Men's 200 metres Backstroke,2016,36063,84,
Track and Field,Women's 400 metres Hurdles,2016,36091,92,
Track and Field,Women's 4 x 400 metres Relay,2016,36091,92,
Track and Field,Women's 400 metres Hurdles,2016,36174,179,
Swimming,Swimming Men's 100 metres Breaststroke,2016,36184,186,
Track and Field,Men's Long Jump,2016,36204,93,
Track and Field,Men's 110 metres Hurdles,2016,36211,36,
Track and Field,Women's 4 x 100 metres Relay,2016,36212,93,Silver
Track and Field,Women's Hammer Throw,2016,36242,50,
Swimming,Swimming Women's 200 metres Freestyle,2016,36331,72,
Track and Field,Men's Marathon,2016,36453,62,
Track and Field,"Women's 3,000 metres Steeplechase",2016,36494,178,
Gymnastics,Gymnastics Women's Individual All-Around,2016,36597,73,
Gymnastics,Gymnastics Women's Team All-Around,2016,36597,73,
Gymnastics,Gymnastics Women's Floor Exercise,2016,36597,73,
Gymnastics,Gymnastics Women's Uneven Bars,2016,36597,73,
Gymnastics,Gymnastics Women's Balance Beam,2016,36597,73,
Swimming,Swimming Men's 100 metres Breaststroke,2016,36627,26,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,36627,26,
Swimming,Swimming Women's 200 metres Individual Medley,2016,36637,92,
Swimming,Swimming Women's 400 metres Individual Medley,2016,36637,92,
Track and Field,Men's 400 metres,2016,36669,93,
Track and Field,Men's 4 x 400 metres Relay,2016,36669,93,Silver
Track and Field,Women's 400 metres,2016,36677,195,
Track and Field,Women's 4 x 400 metres Relay,2016,36677,195,Gold
Swimming,Swimming Women's 200 metres Freestyle,2016,36785,195,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,36785,195,Gold
Swimming,Swimming Women's 200 metres Backstroke,2016,36785,195,
Swimming,Swimming Men's 200 metres Freestyle,2016,36868,11,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,36868,11,
Swimming,Swimming Men's 400 metres Individual Medley,2016,36868,11,
Track and Field,Women's 100 metres,2016,36870,93,Bronze
Track and Field,Women's 4 x 100 metres Relay,2016,36870,93,Silver
Swimming,Swimming Men's 50 metres Freestyle,2016,36893,26,
Track and Field,Men's Long Jump,2016,36902,11,
Track and Field,Women's High Jump,2016,36929,7,
Track and Field,Men's Decathlon,2016,37036,71,
Track and Field,"Women's 1,500 metres",2016,37060,147,
Track and Field,"Women's 3,000 metres Steeplechase",2016,37090,195,
Swimming,Swimming Women's 400 metres Freestyle,2016,37225,53,
Swimming,Swimming Women's 800 metres Freestyle,2016,37225,53,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,37308,193,
Track and Field,Men's Javelin Throw,2016,37378,52,
Swimming,Swimming Women's 100 metres Backstroke,2016,37402,40,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,37402,40,
Swimming,Swimming Men's 100 metres Butterfly,2016,37482,94,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,37482,94,
Track and Field,Men's 200 metres,2016,37489,94,
Swimming,Swimming Men's 200 metres Individual Medley,2016,37490,94,
Track and Field,Men's 20 kilometres Walk,2016,37517,94,
Track and Field,Women's Marathon,2016,37579,94,
Track and Field,Women's 200 metres,2016,37580,94,
Track and Field,Men's Javelin Throw,2016,37654,195,
Swimming,Swimming Women's 50 metres Freestyle,2016,37655,117,
Track and Field,Men's Discus Throw,2016,37697,124,
Track and Field,Men's Shot Put,2016,37878,151,
Track and Field,Women's 100 metres,2016,37946,14,
Track and Field,Women's 200 metres,2016,37946,14,
Track and Field,Men's 800 metres,2016,37966,31,
Track and Field,Men's Marathon,2016,37987,54,
Track and Field,Women's 4 x 100 metres Relay,2016,37990,67,
Track and Field,Women's 20 kilometres Walk,2016,38054,166,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,38113,173,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,38113,173,
Track and Field,Women's Discus Throw,2016,38115,39,
Track and Field,Men's 200 metres,2016,38188,92,
Track and Field,Men's 400 metres,2016,38188,92,
Track and Field,Women's 20 kilometres Walk,2016,38199,42,
Track and Field,Women's Shot Put,2016,38214,71,
Swimming,Swimming Women's 200 metres Freestyle,2016,38239,50,
Swimming,Swimming Women's 10 kilometres Open Water,2016,38260,113,
Track and Field,Women's 200 metres,2016,38291,50,
Track and Field,Men's Long Jump,2016,38424,40,
Track and Field,Women's Shot Put,2016,38427,40,
Track and Field,Women's 200 metres,2016,38553,173,
Track and Field,Men's 50 kilometres Walk,2016,38594,173,
Track and Field,Men's Marathon,2016,38612,77,
Track and Field,Women's 20 kilometres Walk,2016,38628,144,
Swimming,Swimming Women's 50 metres Freestyle,2016,38704,148,
Track and Field,Men's Decathlon,2016,38715,50,
Swimming,Swimming Women's 200 metres Individual Medley,2016,38727,178,
Track and Field,Men's 400 metres,2016,38753,14,
Track and Field,Men's 4 x 400 metres Relay,2016,38753,14,Bronze
Track and Field,Women's 100 metres,2016,38761,195,
Track and Field,Women's 4 x 100 metres Relay,2016,38761,195,Gold
Track and Field,"Women's 1,500 metres",2016,38935,15,
Swimming,Swimming Men's 100 metres Butterfly,2016,38957,80,
Track and Field,Men's 400 metres Hurdles,2016,38964,50,
Swimming,Swimming Women's 100 metres Butterfly,2016,39002,131,
Swimming,Swimming Women's 200 metres Butterfly,2016,39002,131,
Swimming,Swimming Women's 100 metres Freestyle,2016,39004,67,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,39004,67,
Swimming,Swimming Women's 100 metres Butterfly,2016,39004,67,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,39004,67,
Track and Field,Men's 20 kilometres Walk,2016,39030,97,
Track and Field,Men's 100 metres,2016,39035,195,Silver
Track and Field,Men's 200 metres,2016,39035,195,
Track and Field,Men's 4 x 100 metres Relay,2016,39035,195,
Track and Field,Men's 4 x 100 metres Relay,2016,39191,195,
Track and Field,Women's 4 x 400 metres Relay,2016,39213,67,
Track and Field,Men's 50 kilometres Walk,2016,39253,52,
Track and Field,Women's 4 x 100 metres Relay,2016,39257,40,
Gymnastics,Gymnastics Women's Individual All-Around,2016,39275,9,
Gymnastics,Gymnastics Women's Floor Exercise,2016,39275,9,
Gymnastics,Gymnastics Women's Uneven Bars,2016,39275,9,
Gymnastics,Gymnastics Women's Balance Beam,2016,39275,9,
Track and Field,"Women's 10,000 metres",2016,39279,173,
Swimming,Swimming Men's 200 metres Freestyle,2016,39284,140,
Track and Field,"Men's 1,500 metres",2016,39286,63,
Track and Field,"Men's 5,000 metres",2016,39288,63,
Swimming,Swimming Women's 50 metres Freestyle,2016,39289,63,
Track and Field,"Men's 5,000 metres",2016,39290,63,Bronze
Track and Field,"Women's 3,000 metres Steeplechase",2016,39335,2,
Track and Field,"Men's 5,000 metres",2016,39397,170,
Track and Field,Men's 200 metres,2016,39437,73,
Track and Field,Men's 4 x 100 metres Relay,2016,39437,73,
Track and Field,Women's 400 metres,2016,39560,134,
Track and Field,Women's 100 metres Hurdles,2016,39563,34,
Track and Field,Women's 4 x 100 metres Relay,2016,39563,34,
Track and Field,Men's 400 metres,2016,39573,80,
Gymnastics,Gymnastics Men's Individual All-Around,2016,39637,51,
Gymnastics,Gymnastics Men's Floor Exercise,2016,39637,51,
Gymnastics,Gymnastics Men's Parallel Bars,2016,39637,51,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,39637,51,
Gymnastics,Gymnastics Men's Rings,2016,39637,51,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,39637,51,
Swimming,Swimming Women's 50 metres Freestyle,2016,39672,18,Bronze
Swimming,Swimming Women's 100 metres Freestyle,2016,39672,18,
Track and Field,"Women's 3,000 metres Steeplechase",2016,39870,15,
Track and Field,Women's Triple Jump,2016,39877,195,
Track and Field,Women's 4 x 400 metres Relay,2016,39921,130,
Track and Field,Men's Hammer Throw,2016,39927,89,
Track and Field,Men's 100 metres,2016,39950,89,
Track and Field,Men's High Jump,2016,39958,180,
Track and Field,Men's Marathon,2016,39970,61,
Track and Field,"Women's 3,000 metres Steeplechase",2016,40054,188,
Swimming,Swimming Men's 10 kilometres Open Water,2016,40104,74,Silver
Track and Field,Men's 400 metres Hurdles,2016,40172,14,
Track and Field,Women's Triple Jump,2016,40205,71,
Track and Field,Men's 800 metres,2016,40290,73,
Track and Field,Men's Shot Put,2016,40323,131,
Track and Field,Men's Marathon,2016,40371,34,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,40403,67,Silver
Track and Field,Women's 20 kilometres Walk,2016,40485,92,
Track and Field,Men's Marathon,2016,40516,42,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,40536,179,
Gymnastics,Gymnastics Men's Team All-Around,2016,40585,179,
Gymnastics,Gymnastics Men's Floor Exercise,2016,40585,179,
Gymnastics,Gymnastics Men's Horse Vault,2016,40585,179,
Track and Field,Men's 100 metres,2016,40610,17,
Track and Field,Men's 200 metres,2016,40610,17,
Track and Field,Men's 20 kilometres Walk,2016,40626,92,
Track and Field,Men's 50 kilometres Walk,2016,40626,92,
Track and Field,Women's Discus Throw,2016,40676,146,
Swimming,Swimming Men's 100 metres Backstroke,2016,40682,71,
Swimming,Swimming Men's 200 metres Backstroke,2016,40682,71,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,40682,71,
Track and Field,Women's Javelin Throw,2016,40737,34,
Swimming,Swimming Men's 100 metres Backstroke,2016,40782,151,
Swimming,Swimming Men's 200 metres Backstroke,2016,40782,151,
Swimming,Swimming Men's 400 metres Freestyle,2016,40839,53,
Track and Field,Women's 4 x 100 metres Relay,2016,40858,67,
Gymnastics,Gymnastics Men's Individual All-Around,2016,40902,67,
Gymnastics,Gymnastics Men's Team All-Around,2016,40902,67,
Gymnastics,Gymnastics Men's Floor Exercise,2016,40902,67,
Gymnastics,Gymnastics Men's Parallel Bars,2016,40902,67,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,40902,67,
Gymnastics,Gymnastics Men's Rings,2016,40902,67,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,40902,67,
Track and Field,Women's Marathon,2016,40983,8,
Swimming,Swimming Men's 50 metres Freestyle,2016,41196,74,
Swimming,Swimming Men's 100 metres Freestyle,2016,41196,74,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,41196,74,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,41196,74,
Swimming,Swimming Men's 100 metres Breaststroke,2016,41258,26,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,41258,26,
Gymnastics,Gymnastics Women's Individual All-Around,2016,41277,77,
Gymnastics,Gymnastics Women's Floor Exercise,2016,41277,77,
Gymnastics,Gymnastics Women's Uneven Bars,2016,41277,77,
Gymnastics,Gymnastics Women's Balance Beam,2016,41277,77,
Track and Field,Men's 20 kilometres Walk,2016,41300,34,
Swimming,Swimming Men's 200 metres Butterfly,2016,41310,42,
Track and Field,Men's 20 kilometres Walk,2016,41328,120,
Track and Field,Women's 4 x 400 metres Relay,2016,41337,50,
Track and Field,Men's Long Jump,2016,41356,67,
Track and Field,Women's 100 metres Hurdles,2016,41358,67,
Track and Field,Women's Shot Put,2016,41420,40,
Track and Field,Men's Marathon,2016,41431,170,
Track and Field,Women's 200 metres,2016,41442,71,
Swimming,Swimming Men's 100 metres Backstroke,2016,41530,173,
Swimming,Swimming Men's 200 metres Backstroke,2016,41530,173,
Track and Field,Women's 20 kilometres Walk,2016,41597,120,Silver
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,41607,173,
Track and Field,Women's 20 kilometres Walk,2016,41632,173,
Gymnastics,Gymnastics Men's Floor Exercise,2016,41655,39,
Gymnastics,Gymnastics Men's Horse Vault,2016,41655,39,
Gymnastics,Gymnastics Men's Rings,2016,41734,19,
Track and Field,Men's Marathon,2016,41743,86,
Track and Field,Women's 4 x 400 metres Relay,2016,41795,93,Silver
Track and Field,Men's 400 metres Hurdles,2016,41806,187,
Track and Field,Men's 400 metres,2016,41810,187,
Track and Field,Men's 4 x 400 metres Relay,2016,41810,187,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,41957,34,Bronze
Track and Field,Women's 800 metres,2016,42071,93,
Swimming,Swimming Men's 100 metres Butterfly,2016,42114,202,
Track and Field,Men's Discus Throw,2016,42127,86,
Track and Field,Men's High Jump,2016,42158,73,
Swimming,Swimming Men's 50 metres Freestyle,2016,42166,8,
Swimming,Swimming Men's 100 metres Freestyle,2016,42166,8,
Swimming,Swimming Men's 200 metres Freestyle,2016,42166,8,
Track and Field,Women's 800 metres,2016,42192,195,
Swimming,Swimming Women's 200 metres Backstroke,2016,42240,71,
Swimming,Swimming Women's 50 metres Freestyle,2016,42358,81,
Track and Field,Women's Marathon,2016,42377,167,
Swimming,Swimming Women's 200 metres Butterfly,2016,42388,67,
Swimming,Swimming Women's 400 metres Individual Medley,2016,42388,67,
Swimming,Swimming Men's 100 metres Butterfly,2016,42463,8,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,42475,84,
Track and Field,Men's 200 metres,2016,42568,187,
Swimming,Swimming Men's 100 metres Freestyle,2016,42591,152,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,42591,152,
Track and Field,Men's 400 metres Hurdles,2016,42631,73,
Track and Field,Men's 100 metres,2016,42661,7,
Track and Field,Men's 4 x 100 metres Relay,2016,42661,7,
Track and Field,"Men's 1,500 metres",2016,42744,11,
Track and Field,Women's 400 metres,2016,42777,92,
Track and Field,Women's 4 x 400 metres Relay,2016,42777,92,
Track and Field,Men's 800 metres,2016,42790,109,
Track and Field,"Men's 1,500 metres",2016,42819,73,
Track and Field,Men's 100 metres,2016,42861,14,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,42961,71,
Swimming,Swimming Women's 100 metres Butterfly,2016,43241,11,
Swimming,Swimming Women's 200 metres Butterfly,2016,43241,11,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,43241,11,Silver
Swimming,Swimming Women's 400 metres Freestyle,2016,43296,77,
Swimming,Swimming Women's 800 metres Freestyle,2016,43296,77,
Track and Field,Men's Javelin Throw,2016,43383,146,
Track and Field,"Women's 5,000 metres",2016,43402,136,
Track and Field,"Women's 10,000 metres",2016,43402,136,
Track and Field,Men's Marathon,2016,43442,91,
Track and Field,Women's 20 kilometres Walk,2016,43447,57,
Track and Field,Women's Shot Put,2016,43480,146,
Swimming,Swimming Women's 10 kilometres Open Water,2016,43485,11,
Track and Field,Men's Discus Throw,2016,43523,108,
Track and Field,Women's 400 metres,2016,43535,67,
Track and Field,Women's 4 x 400 metres Relay,2016,43535,67,
Track and Field,Women's 800 metres,2016,43600,173,
Swimming,Swimming Men's 100 metres Backstroke,2016,43684,26,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,43684,26,
Track and Field,Men's 200 metres,2016,43817,189,
Track and Field,Men's 4 x 100 metres Relay,2016,43817,189,
Swimming,Swimming Women's 100 metres Breaststroke,2016,43898,189,
Swimming,Swimming Women's 200 metres Breaststroke,2016,43898,189,
Swimming,Swimming Women's 400 metres Individual Medley,2016,43898,189,
Swimming,Swimming Men's 100 metres Freestyle,2016,43912,203,
Swimming,Swimming Men's 100 metres Freestyle,2016,44032,129,
Swimming,Swimming Women's 100 metres Backstroke,2016,44082,85,
Swimming,Swimming Women's 200 metres Backstroke,2016,44082,85,
Swimming,Swimming Men's 100 metres Butterfly,2016,44151,82,
Swimming,Swimming Men's 100 metres Butterfly,2016,44182,120,
Track and Field,"Women's 3,000 metres Steeplechase",2016,44226,189,
Swimming,Swimming Men's 200 metres Freestyle,2016,44231,73,
Swimming,Swimming Men's 400 metres Freestyle,2016,44231,73,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,44231,73,Silver
Swimming,Swimming Men's 100 metres Butterfly,2016,44231,73,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,44231,73,Silver
Track and Field,Men's Discus Throw,2016,44307,85,
Track and Field,Women's 4 x 100 metres Relay,2016,44339,72,
Swimming,Swimming Women's 200 metres Backstroke,2016,44380,84,
Swimming,Swimming Men's 100 metres Breaststroke,2016,44410,84,
Swimming,Swimming Men's 200 metres Breaststroke,2016,44410,84,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,44410,84,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,44411,84,
Swimming,Swimming Men's 400 metres Individual Medley,2016,44411,84,
Swimming,Swimming Men's 200 metres Freestyle,2016,44479,195,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,44479,195,Gold
Track and Field,Women's 100 metres,2016,44489,71,
Track and Field,Women's 4 x 100 metres Relay,2016,44489,71,
Swimming,Swimming Men's 100 metres Freestyle,2016,44541,63,
Track and Field,Women's Marathon,2016,44542,61,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,44548,67,
Track and Field,Women's 100 metres,2016,44571,187,
Track and Field,Women's 200 metres,2016,44571,187,
Track and Field,Women's 4 x 100 metres Relay,2016,44571,187,
Track and Field,Men's Discus Throw,2016,44597,89,
Track and Field,Men's 100 metres,2016,44614,88,
Track and Field,"Men's 10,000 metres",2016,44616,63,
